Size_MB,Lifetime
375,9
375,2
375,168
375,5
375,2
93.75,2
375,4
2.25,3
93.75,2
93.75,4
93.75,2
93.75,160
93.75,41
93.75,2
0.246094,2
93.75,3
93.75,2
0.246094,157
0.246094,2
93.75,153
93.75,4
93.75,2
93.75,151
93.75,3
0.246094,2
93.75,2
0.246094,2
0.246094,148
0.246094,2
0.246094,144
0.246094,2
0.246094,3
93.75,142
0.246094,2
93.75,141
93.75,9
93.75,2
93.75,2
93.75,5
93.75,2
93.75,130
93.75,4
93.75,2
281.25,2
93.75,3
1.6875,3
93.75,124
281.25,4
281.25,2
73.2422,120
93.75,4
93.75,2
73.2422,117
73.2422,5
73.2422,2
73.2422,115
73.2422,3
0.5625,110
73.2422,3
93.75,8
93.75,2
93.75,3
0.5625,4
93.75,2
93.75,4
93.75,2
93.75,102
93.75,38
93.75,2
0.246094,2
93.75,3
93.75,2
0.246094,99
0.246094,2
93.75,95
93.75,4
93.75,2
93.75,93
93.75,3
0.246094,2
93.75,2
0.246094,2
0.246094,90
0.246094,2
0.246094,86
0.246094,2
0.246094,3
93.75,84
0.246094,2
93.75,83
93.75,9
93.75,2
93.75,2
93.75,5
93.75,2
93.75,72
93.75,4
93.75,2
375,2
93.75,3
2.25,3
375,60
375,4
375,2
375,64
375,5
375,2
375,2
375,3
375,56
375,3
375,2
375,53
375,9
375,2
375,48
375,5
375,2
93.75,2
375,4
2.25,3
93.75,2
93.75,4
93.75,2
93.75,40
93.75,41
93.75,2
0.246094,2
93.75,3
93.75,2
0.246094,37
0.246094,2
93.75,33
93.75,4
93.75,2
93.75,31
93.75,3
0.246094,2
93.75,2
0.246094,2
0.246094,28
0.246094,2
0.246094,24
0.246094,2
0.246094,3
93.75,22
0.246094,2
93.75,21
93.75,9
93.75,2
93.75,2
93.75,5
93.75,2
93.75,11
93.75,4
93.75,2
1.875,7
93.75,3
0.00390625,2
4.88281,2
1.875,3
1.46484,3
4.88281,2
4.88281,4
4.88281,2
4.88281,2
1077.88,1487
1125.88,2
