Size_MB,Lifetime
37.5,4
37.5,2
37.5,1120
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,1117
0.0976562,2
37.5,1113
37.5,4
37.5,2
37.5,1111
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,1108
0.0976562,2
0.0976562,1104
0.0976562,2
0.0976562,3
37.5,1102
0.0976562,2
37.5,1101
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,1090
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,1084
112.5,4
112.5,2
29.2969,1080
37.5,4
37.5,2
29.2969,1077
29.2969,5
29.2969,2
29.2969,1075
29.2969,3
0.5625,1070
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,1062
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,1059
0.0976562,2
37.5,1055
37.5,4
37.5,2
37.5,1053
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,1050
0.0976562,2
0.0976562,1046
0.0976562,2
0.0976562,3
37.5,1044
0.0976562,2
37.5,1043
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,1032
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,1020
150,4
150,2
150,1024
150,5
150,2
150,2
150,3
150,1016
150,3
150,2
150,1013
150,9
150,2
150,1008
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,1000
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,997
0.0976562,2
37.5,993
37.5,4
37.5,2
37.5,991
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,988
0.0976562,2
0.0976562,984
0.0976562,2
0.0976562,3
37.5,982
0.0976562,2
37.5,981
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,970
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,964
112.5,4
112.5,2
29.2969,960
37.5,4
37.5,2
29.2969,957
29.2969,5
29.2969,2
29.2969,955
29.2969,3
0.5625,950
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,942
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,939
0.0976562,2
37.5,935
37.5,4
37.5,2
37.5,933
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,930
0.0976562,2
0.0976562,926
0.0976562,2
0.0976562,3
37.5,924
0.0976562,2
37.5,923
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,912
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,900
150,4
150,2
150,904
150,5
150,2
150,2
150,3
150,896
150,3
150,2
150,893
150,9
150,2
150,888
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,880
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,877
0.0976562,2
37.5,873
37.5,4
37.5,2
37.5,871
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,868
0.0976562,2
0.0976562,864
0.0976562,2
0.0976562,3
37.5,862
0.0976562,2
37.5,861
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,850
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,844
112.5,4
112.5,2
29.2969,840
37.5,4
37.5,2
29.2969,837
29.2969,5
29.2969,2
29.2969,835
29.2969,3
0.5625,830
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,822
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,819
0.0976562,2
37.5,815
37.5,4
37.5,2
37.5,813
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,810
0.0976562,2
0.0976562,806
0.0976562,2
0.0976562,3
37.5,804
0.0976562,2
37.5,803
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,792
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,780
150,4
150,2
150,784
150,5
150,2
150,2
150,3
150,776
150,3
150,2
150,773
150,9
150,2
150,768
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,760
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,757
0.0976562,2
37.5,753
37.5,4
37.5,2
37.5,751
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,748
0.0976562,2
0.0976562,744
0.0976562,2
0.0976562,3
37.5,742
0.0976562,2
37.5,741
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,730
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,724
112.5,4
112.5,2
29.2969,720
37.5,4
37.5,2
29.2969,717
29.2969,5
29.2969,2
29.2969,715
29.2969,3
0.5625,710
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,702
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,699
0.0976562,2
37.5,695
37.5,4
37.5,2
37.5,693
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,690
0.0976562,2
0.0976562,686
0.0976562,2
0.0976562,3
37.5,684
0.0976562,2
37.5,683
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,672
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,660
150,4
150,2
150,664
150,5
150,2
150,2
150,3
150,656
150,3
150,2
150,653
150,9
150,2
150,648
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,640
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,637
0.0976562,2
37.5,633
37.5,4
37.5,2
37.5,631
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,628
0.0976562,2
0.0976562,624
0.0976562,2
0.0976562,3
37.5,622
0.0976562,2
37.5,621
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,610
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,604
112.5,4
112.5,2
29.2969,600
37.5,4
37.5,2
29.2969,597
29.2969,5
29.2969,2
29.2969,595
29.2969,3
0.5625,590
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,582
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,579
0.0976562,2
37.5,575
37.5,4
37.5,2
37.5,573
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,570
0.0976562,2
0.0976562,566
0.0976562,2
0.0976562,3
37.5,564
0.0976562,2
37.5,563
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,552
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,540
150,4
150,2
150,544
150,5
150,2
150,2
150,3
150,536
150,3
150,2
150,533
150,9
150,2
150,528
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,520
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,517
0.0976562,2
37.5,513
37.5,4
37.5,2
37.5,511
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,508
0.0976562,2
0.0976562,504
0.0976562,2
0.0976562,3
37.5,502
0.0976562,2
37.5,501
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,490
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,484
112.5,4
112.5,2
29.2969,480
37.5,4
37.5,2
29.2969,477
29.2969,5
29.2969,2
29.2969,475
29.2969,3
0.5625,470
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,462
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,459
0.0976562,2
37.5,455
37.5,4
37.5,2
37.5,453
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,450
0.0976562,2
0.0976562,446
0.0976562,2
0.0976562,3
37.5,444
0.0976562,2
37.5,443
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,432
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,420
150,4
150,2
150,424
150,5
150,2
150,2
150,3
150,416
150,3
150,2
150,413
150,9
150,2
150,408
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,400
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,397
0.0976562,2
37.5,393
37.5,4
37.5,2
37.5,391
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,388
0.0976562,2
0.0976562,384
0.0976562,2
0.0976562,3
37.5,382
0.0976562,2
37.5,381
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,370
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,364
112.5,4
112.5,2
29.2969,360
37.5,4
37.5,2
29.2969,357
29.2969,5
29.2969,2
29.2969,355
29.2969,3
0.5625,350
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,342
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,339
0.0976562,2
37.5,335
37.5,4
37.5,2
37.5,333
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,330
0.0976562,2
0.0976562,326
0.0976562,2
0.0976562,3
37.5,324
0.0976562,2
37.5,323
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,312
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,300
150,4
150,2
150,304
150,5
150,2
150,2
150,3
150,296
150,3
150,2
150,293
150,9
150,2
150,288
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,280
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,277
0.0976562,2
37.5,273
37.5,4
37.5,2
37.5,271
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,268
0.0976562,2
0.0976562,264
0.0976562,2
0.0976562,3
37.5,262
0.0976562,2
37.5,261
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,250
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,244
112.5,4
112.5,2
29.2969,240
37.5,4
37.5,2
29.2969,237
29.2969,5
29.2969,2
29.2969,235
29.2969,3
0.5625,230
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,222
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,219
0.0976562,2
37.5,215
37.5,4
37.5,2
37.5,213
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,210
0.0976562,2
0.0976562,206
0.0976562,2
0.0976562,3
37.5,204
0.0976562,2
37.5,203
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,192
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,180
150,4
150,2
150,184
150,5
150,2
150,2
150,3
150,176
150,3
150,2
150,173
150,9
150,2
150,168
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,160
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,157
0.0976562,2
37.5,153
37.5,4
37.5,2
37.5,151
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,148
0.0976562,2
0.0976562,144
0.0976562,2
0.0976562,3
37.5,142
0.0976562,2
37.5,141
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,130
37.5,4
37.5,2
112.5,2
37.5,3
1.6875,3
37.5,124
112.5,4
112.5,2
29.2969,120
37.5,4
37.5,2
29.2969,117
29.2969,5
29.2969,2
29.2969,115
29.2969,3
0.5625,110
29.2969,3
37.5,8
37.5,2
37.5,3
0.5625,4
37.5,2
37.5,4
37.5,2
37.5,102
37.5,38
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,99
0.0976562,2
37.5,95
37.5,4
37.5,2
37.5,93
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,90
0.0976562,2
0.0976562,86
0.0976562,2
0.0976562,3
37.5,84
0.0976562,2
37.5,83
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,72
37.5,4
37.5,2
150,2
37.5,3
2.25,3
150,60
150,4
150,2
150,64
150,5
150,2
150,2
150,3
150,56
150,3
150,2
150,53
150,9
150,2
150,48
150,5
150,2
37.5,2
150,4
2.25,3
37.5,2
37.5,4
37.5,2
37.5,40
37.5,41
37.5,2
0.0976562,2
37.5,3
37.5,2
0.0976562,37
0.0976562,2
37.5,33
37.5,4
37.5,2
37.5,31
37.5,3
0.0976562,2
37.5,2
0.0976562,2
0.0976562,28
0.0976562,2
0.0976562,24
0.0976562,2
0.0976562,3
37.5,22
0.0976562,2
37.5,21
37.5,9
37.5,2
37.5,2
37.5,5
37.5,2
37.5,11
37.5,4
37.5,2
0.75,7
37.5,3
0.00390625,2
1.95312,2
0.75,3
1.46484,3
1.95312,2
1.95312,4
1.95312,2
1.95312,2
434.754,1487
482.754,2
