Size_MB,Lifetime
56.25,2
56.25,2
56.25,5
56.25,2
56.25,1210
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,1204
168.75,4
168.75,2
43.9453,1200
56.25,4
56.25,2
43.9453,1197
43.9453,5
43.9453,2
43.9453,1195
43.9453,3
0.5625,1190
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,1182
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,1179
0.148438,2
56.25,1175
56.25,4
56.25,2
56.25,1173
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,1170
0.148438,2
0.148438,1166
0.148438,2
0.148438,3
56.25,1164
0.148438,2
56.25,1163
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,1152
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,1140
225,4
225,2
225,1144
225,5
225,2
225,2
225,3
225,1136
225,3
225,2
225,1133
225,9
225,2
225,1128
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,1120
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,1117
0.148438,2
56.25,1113
56.25,4
56.25,2
56.25,1111
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,1108
0.148438,2
0.148438,1104
0.148438,2
0.148438,3
56.25,1102
0.148438,2
56.25,1101
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,1090
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,1084
168.75,4
168.75,2
43.9453,1080
56.25,4
56.25,2
43.9453,1077
43.9453,5
43.9453,2
43.9453,1075
43.9453,3
0.5625,1070
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,1062
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,1059
0.148438,2
56.25,1055
56.25,4
56.25,2
56.25,1053
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,1050
0.148438,2
0.148438,1046
0.148438,2
0.148438,3
56.25,1044
0.148438,2
56.25,1043
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,1032
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,1020
225,4
225,2
225,1024
225,5
225,2
225,2
225,3
225,1016
225,3
225,2
225,1013
225,9
225,2
225,1008
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,1000
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,997
0.148438,2
56.25,993
56.25,4
56.25,2
56.25,991
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,988
0.148438,2
0.148438,984
0.148438,2
0.148438,3
56.25,982
0.148438,2
56.25,981
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,970
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,964
168.75,4
168.75,2
43.9453,960
56.25,4
56.25,2
43.9453,957
43.9453,5
43.9453,2
43.9453,955
43.9453,3
0.5625,950
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,942
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,939
0.148438,2
56.25,935
56.25,4
56.25,2
56.25,933
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,930
0.148438,2
0.148438,926
0.148438,2
0.148438,3
56.25,924
0.148438,2
56.25,923
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,912
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,900
225,4
225,2
225,904
225,5
225,2
225,2
225,3
225,896
225,3
225,2
225,893
225,9
225,2
225,888
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,880
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,877
0.148438,2
56.25,873
56.25,4
56.25,2
56.25,871
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,868
0.148438,2
0.148438,864
0.148438,2
0.148438,3
56.25,862
0.148438,2
56.25,861
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,850
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,844
168.75,4
168.75,2
43.9453,840
56.25,4
56.25,2
43.9453,837
43.9453,5
43.9453,2
43.9453,835
43.9453,3
0.5625,830
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,822
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,819
0.148438,2
56.25,815
56.25,4
56.25,2
56.25,813
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,810
0.148438,2
0.148438,806
0.148438,2
0.148438,3
56.25,804
0.148438,2
56.25,803
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,792
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,780
225,4
225,2
225,784
225,5
225,2
225,2
225,3
225,776
225,3
225,2
225,773
225,9
225,2
225,768
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,760
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,757
0.148438,2
56.25,753
56.25,4
56.25,2
56.25,751
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,748
0.148438,2
0.148438,744
0.148438,2
0.148438,3
56.25,742
0.148438,2
56.25,741
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,730
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,724
168.75,4
168.75,2
43.9453,720
56.25,4
56.25,2
43.9453,717
43.9453,5
43.9453,2
43.9453,715
43.9453,3
0.5625,710
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,702
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,699
0.148438,2
56.25,695
56.25,4
56.25,2
56.25,693
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,690
0.148438,2
0.148438,686
0.148438,2
0.148438,3
56.25,684
0.148438,2
56.25,683
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,672
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,660
225,4
225,2
225,664
225,5
225,2
225,2
225,3
225,656
225,3
225,2
225,653
225,9
225,2
225,648
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,640
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,637
0.148438,2
56.25,633
56.25,4
56.25,2
56.25,631
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,628
0.148438,2
0.148438,624
0.148438,2
0.148438,3
56.25,622
0.148438,2
56.25,621
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,610
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,604
168.75,4
168.75,2
43.9453,600
56.25,4
56.25,2
43.9453,597
43.9453,5
43.9453,2
43.9453,595
43.9453,3
0.5625,590
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,582
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,579
0.148438,2
56.25,575
56.25,4
56.25,2
56.25,573
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,570
0.148438,2
0.148438,566
0.148438,2
0.148438,3
56.25,564
0.148438,2
56.25,563
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,552
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,540
225,4
225,2
225,544
225,5
225,2
225,2
225,3
225,536
225,3
225,2
225,533
225,9
225,2
225,528
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,520
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,517
0.148438,2
56.25,513
56.25,4
56.25,2
56.25,511
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,508
0.148438,2
0.148438,504
0.148438,2
0.148438,3
56.25,502
0.148438,2
56.25,501
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,490
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,484
168.75,4
168.75,2
43.9453,480
56.25,4
56.25,2
43.9453,477
43.9453,5
43.9453,2
43.9453,475
43.9453,3
0.5625,470
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,462
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,459
0.148438,2
56.25,455
56.25,4
56.25,2
56.25,453
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,450
0.148438,2
0.148438,446
0.148438,2
0.148438,3
56.25,444
0.148438,2
56.25,443
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,432
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,420
225,4
225,2
225,424
225,5
225,2
225,2
225,3
225,416
225,3
225,2
225,413
225,9
225,2
225,408
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,400
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,397
0.148438,2
56.25,393
56.25,4
56.25,2
56.25,391
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,388
0.148438,2
0.148438,384
0.148438,2
0.148438,3
56.25,382
0.148438,2
56.25,381
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,370
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,364
168.75,4
168.75,2
43.9453,360
56.25,4
56.25,2
43.9453,357
43.9453,5
43.9453,2
43.9453,355
43.9453,3
0.5625,350
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,342
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,339
0.148438,2
56.25,335
56.25,4
56.25,2
56.25,333
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,330
0.148438,2
0.148438,326
0.148438,2
0.148438,3
56.25,324
0.148438,2
56.25,323
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,312
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,300
225,4
225,2
225,304
225,5
225,2
225,2
225,3
225,296
225,3
225,2
225,293
225,9
225,2
225,288
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,280
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,277
0.148438,2
56.25,273
56.25,4
56.25,2
56.25,271
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,268
0.148438,2
0.148438,264
0.148438,2
0.148438,3
56.25,262
0.148438,2
56.25,261
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,250
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,244
168.75,4
168.75,2
43.9453,240
56.25,4
56.25,2
43.9453,237
43.9453,5
43.9453,2
43.9453,235
43.9453,3
0.5625,230
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,222
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,219
0.148438,2
56.25,215
56.25,4
56.25,2
56.25,213
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,210
0.148438,2
0.148438,206
0.148438,2
0.148438,3
56.25,204
0.148438,2
56.25,203
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,192
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,180
225,4
225,2
225,184
225,5
225,2
225,2
225,3
225,176
225,3
225,2
225,173
225,9
225,2
225,168
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,160
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,157
0.148438,2
56.25,153
56.25,4
56.25,2
56.25,151
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,148
0.148438,2
0.148438,144
0.148438,2
0.148438,3
56.25,142
0.148438,2
56.25,141
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,130
56.25,4
56.25,2
168.75,2
56.25,3
1.6875,3
56.25,124
168.75,4
168.75,2
43.9453,120
56.25,4
56.25,2
43.9453,117
43.9453,5
43.9453,2
43.9453,115
43.9453,3
0.5625,110
43.9453,3
56.25,8
56.25,2
56.25,3
0.5625,4
56.25,2
56.25,4
56.25,2
56.25,102
56.25,38
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,99
0.148438,2
56.25,95
56.25,4
56.25,2
56.25,93
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,90
0.148438,2
0.148438,86
0.148438,2
0.148438,3
56.25,84
0.148438,2
56.25,83
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,72
56.25,4
56.25,2
225,2
56.25,3
2.25,3
225,60
225,4
225,2
225,64
225,5
225,2
225,2
225,3
225,56
225,3
225,2
225,53
225,9
225,2
225,48
225,5
225,2
56.25,2
225,4
2.25,3
56.25,2
56.25,4
56.25,2
56.25,40
56.25,41
56.25,2
0.148438,2
56.25,3
56.25,2
0.148438,37
0.148438,2
56.25,33
56.25,4
56.25,2
56.25,31
56.25,3
0.148438,2
56.25,2
0.148438,2
0.148438,28
0.148438,2
0.148438,24
0.148438,2
0.148438,3
56.25,22
0.148438,2
56.25,21
56.25,9
56.25,2
56.25,2
56.25,5
56.25,2
56.25,11
56.25,4
56.25,2
1.125,7
56.25,3
0.00390625,2
2.92969,2
1.125,3
1.46484,3
2.92969,2
2.92969,4
2.92969,2
2.92969,2
649.129,1487
697.129,2
