Size_MB,Lifetime
0.00390625,1
588,2
588,2
4,3
588,3
588,1755
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1756
0.00390625,1756
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1751
588,2
0.1875,1749
0.25,3
3,3
0.1875,3
3,1743
0.25,3
0.1875,3
3,3
588,4
3,2
588,2
18,3
1176,30
588,2
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1733
0.00390625,1733
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,1731
588,7
294,2
2,3
588,4
294,1721
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1722
0.00390625,1722
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1712
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1713
0.00390625,1713
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1703
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1704
0.00390625,1704
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1699
588,2
0.1875,1697
0.25,3
3,3
0.1875,3
3,1691
0.25,3
0.1875,3
3,3
588,2
3,2
588,1686
588,29
294,2
2,3
588,4
294,1676
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1677
0.00390625,1677
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1667
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1668
0.00390625,1668
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1658
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1659
0.00390625,1659
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1654
588,2
0.1875,1652
0.25,3
3,3
0.1875,3
3,1646
0.25,3
0.1875,3
3,3
588,2
3,2
588,1641
588,29
294,2
2,3
588,4
294,1631
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1632
0.00390625,1632
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1622
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1623
0.00390625,1623
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1613
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1614
0.00390625,1614
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1609
588,2
0.1875,1607
0.25,3
3,3
0.1875,3
3,1601
0.25,3
0.1875,3
3,3
588,2
3,2
588,1596
588,29
294,2
2,3
588,4
294,1586
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1587
0.00390625,1587
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1577
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1578
0.00390625,1578
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1568
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1569
0.00390625,1569
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1564
588,2
0.1875,1562
0.25,3
3,3
0.1875,3
3,1556
0.25,3
0.1875,3
3,3
588,2
3,2
588,1551
588,29
294,2
2,3
588,4
294,1541
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1542
0.00390625,1542
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1532
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1533
0.00390625,1533
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1523
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1524
0.00390625,1524
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1519
588,2
0.1875,1517
0.25,3
3,3
0.1875,3
3,1511
0.25,3
0.1875,3
3,3
588,2
3,2
588,1506
588,29
294,2
2,3
588,4
294,1496
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1497
0.00390625,1497
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1487
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1488
0.00390625,1488
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1478
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1479
0.00390625,1479
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1474
588,2
0.1875,1472
0.25,3
3,3
0.1875,3
3,1466
0.25,3
0.1875,3
3,3
588,2
3,2
588,1461
588,29
294,2
2,3
588,4
294,1451
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1452
0.00390625,1452
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1442
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1443
0.00390625,1443
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1433
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1434
0.00390625,1434
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1429
588,2
0.1875,1427
0.25,3
3,3
0.1875,3
3,1421
0.25,3
0.1875,3
3,3
588,2
3,2
588,1416
588,29
294,2
2,3
588,4
294,1406
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1407
0.00390625,1407
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1397
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1398
0.00390625,1398
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1388
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1389
0.00390625,1389
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1384
588,2
0.1875,1382
0.25,3
3,3
0.1875,3
3,1376
0.25,3
0.1875,3
3,3
588,2
3,2
588,1371
588,29
294,2
2,3
588,4
294,1361
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1362
0.00390625,1362
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1352
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1353
0.00390625,1353
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1343
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1344
0.00390625,1344
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1339
588,2
0.1875,1337
0.25,3
3,3
0.1875,3
3,1331
0.25,3
0.1875,3
3,3
588,2
3,2
588,1326
588,29
294,2
2,3
588,4
294,1316
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1317
0.00390625,1317
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1307
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1308
0.00390625,1308
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1298
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1299
0.00390625,1299
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1294
588,2
0.1875,1292
0.25,3
3,3
0.1875,3
3,1286
0.25,3
0.1875,3
3,3
588,2
3,2
588,1281
588,29
294,2
2,3
588,4
294,1271
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1272
0.00390625,1272
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1262
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1263
0.00390625,1263
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1253
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1254
0.00390625,1254
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1249
588,2
0.1875,1247
0.25,3
3,3
0.1875,3
3,1241
0.25,3
0.1875,3
3,3
588,2
3,2
588,1236
588,29
294,2
2,3
588,4
294,1226
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1227
0.00390625,1227
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1217
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1218
0.00390625,1218
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1208
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1209
0.00390625,1209
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1204
588,2
0.1875,1202
0.25,3
3,3
0.1875,3
3,1196
0.25,3
0.1875,3
3,3
588,2
3,2
588,1191
588,29
294,2
2,3
588,4
294,1181
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1182
0.00390625,1182
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1172
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1173
0.00390625,1173
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1163
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1164
0.00390625,1164
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1159
588,2
0.1875,1157
0.25,3
3,3
0.1875,3
3,1151
0.25,3
0.1875,3
3,3
588,2
3,2
588,1146
588,29
294,2
2,3
588,4
294,1136
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1137
0.00390625,1137
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1127
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1128
0.00390625,1128
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1118
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1119
0.00390625,1119
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1114
588,2
0.1875,1112
0.25,3
3,3
0.1875,3
3,1106
0.25,3
0.1875,3
3,3
588,2
3,2
588,1101
588,29
294,2
2,3
588,4
294,1091
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1092
0.00390625,1092
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1082
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1083
0.00390625,1083
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1073
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1074
0.00390625,1074
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1069
588,2
0.1875,1067
0.25,3
3,3
0.1875,3
3,1061
0.25,3
0.1875,3
3,3
588,2
3,2
588,1056
588,29
294,2
2,3
588,4
294,1046
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1047
0.00390625,1047
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,1037
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1038
0.00390625,1038
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,1028
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,1029
0.00390625,1029
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,1024
588,2
0.1875,1022
0.25,3
3,3
0.1875,3
3,1016
0.25,3
0.1875,3
3,3
588,2
3,2
588,1011
588,29
294,2
2,3
588,4
294,1001
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,1002
0.00390625,1002
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,992
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,993
0.00390625,993
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,983
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,984
0.00390625,984
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,979
588,2
0.1875,977
0.25,3
3,3
0.1875,3
3,971
0.25,3
0.1875,3
3,3
588,2
3,2
588,966
588,29
294,2
2,3
588,4
294,956
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,957
0.00390625,957
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,947
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,948
0.00390625,948
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,938
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,939
0.00390625,939
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,934
588,2
0.1875,932
0.25,3
3,3
0.1875,3
3,926
0.25,3
0.1875,3
3,3
588,2
3,2
588,921
588,29
294,2
2,3
588,4
294,911
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,912
0.00390625,912
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,902
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,903
0.00390625,903
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,893
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,894
0.00390625,894
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,889
588,2
0.1875,887
0.25,3
3,3
0.1875,3
3,881
0.25,3
0.1875,3
3,3
588,2
3,2
588,876
588,29
294,2
2,3
588,4
294,866
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,867
0.00390625,867
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,857
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,858
0.00390625,858
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,848
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,849
0.00390625,849
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,844
588,2
0.1875,842
0.25,3
3,3
0.1875,3
3,836
0.25,3
0.1875,3
3,3
588,2
3,2
588,831
588,29
294,2
2,3
588,4
294,821
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,822
0.00390625,822
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,812
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,813
0.00390625,813
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,803
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,804
0.00390625,804
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,799
588,2
0.1875,797
0.25,3
3,3
0.1875,3
3,791
0.25,3
0.1875,3
3,3
588,2
3,2
588,786
588,29
294,2
2,3
588,4
294,776
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,777
0.00390625,777
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,767
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,768
0.00390625,768
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,758
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,759
0.00390625,759
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,754
588,2
0.1875,752
0.25,3
3,3
0.1875,3
3,746
0.25,3
0.1875,3
3,3
588,2
3,2
588,741
588,29
294,2
2,3
588,4
294,731
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,732
0.00390625,732
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,722
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,723
0.00390625,723
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,713
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,714
0.00390625,714
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,709
588,2
0.1875,707
0.25,3
3,3
0.1875,3
3,701
0.25,3
0.1875,3
3,3
588,2
3,2
588,696
588,29
294,2
2,3
588,4
294,686
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,687
0.00390625,687
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,677
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,678
0.00390625,678
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,668
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,669
0.00390625,669
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,664
588,2
0.1875,662
0.25,3
3,3
0.1875,3
3,656
0.25,3
0.1875,3
3,3
588,2
3,2
588,651
588,29
294,2
2,3
588,4
294,641
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,642
0.00390625,642
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,632
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,633
0.00390625,633
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,623
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,624
0.00390625,624
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,619
588,2
0.1875,617
0.25,3
3,3
0.1875,3
3,611
0.25,3
0.1875,3
3,3
588,2
3,2
588,606
588,29
294,2
2,3
588,4
294,596
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,597
0.00390625,597
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,587
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,588
0.00390625,588
0.00390625,1
0.00390625,1
588,1
0.00390625,1
588,2
588,2
4,3
588,3
588,578
588,4
0.0078125,2
0.00390625,1
0.00390625,1
588,579
0.00390625,579
0.00390625,1
0.00390625,1
588,1
0.00390625,1
3,574
588,2
0.1875,572
0.25,3
3,3
0.1875,3
3,566
0.25,3
0.1875,3
3,3
588,2
3,2
588,561
588,29
294,2
2,3
588,4
294,551
294,4
0.00390625,2
0.00390625,1
0.00390625,1
294,552
0.00390625,552
0.00390625,1
0.00390625,1
294,1
0.00390625,1
294,2
588,2
18,3
294,3
588,542
