Tensor_id,ActiveTime,InactiveTime
206,2,1487
207,1299,190
208,2,1487
209,1295,194
210,4,1485
211,2,1487
212,1293,196
213,3,1486
214,2,1487
215,2,1487
216,2,1487
217,1290,199
218,2,1487
219,1286,203
220,2,1487
221,3,1486
222,1284,205
223,2,1487
224,1283,206
225,9,1480
226,2,1487
227,2,1487
229,5,1484
230,2,1487
231,1272,217
233,4,1485
234,2,1487
235,2,1487
237,3,1486
238,3,1486
239,1260,229
241,4,1485
242,2,1487
243,1264,225
244,5,1484
245,2,1487
246,2,1487
247,3,1486
248,1256,233
249,3,1486
250,2,1487
251,1253,236
252,9,1480
253,2,1487
254,1248,241
255,5,1484
256,2,1487
257,2,1487
259,4,1485
260,3,1486
261,2,1487
263,4,1485
264,2,1487
265,1240,249
266,41,1448
267,2,1487
268,2,1487
269,3,1486
270,2,1487
271,1237,252
272,2,1487
273,1233,256
274,4,1485
275,2,1487
276,1231,258
277,3,1486
278,2,1487
279,2,1487
280,2,1487
281,1228,261
282,2,1487
283,1224,265
284,2,1487
285,3,1486
286,1222,267
287,2,1487
288,1221,268
289,9,1480
290,2,1487
291,2,1487
293,5,1484
294,2,1487
295,1210,279
297,4,1485
298,2,1487
299,2,1487
301,3,1486
302,3,1486
303,1204,285
305,4,1485
306,2,1487
307,1200,289
308,4,1485
309,2,1487
310,1197,292
311,5,1484
312,2,1487
313,1195,294
314,3,1486
315,1190,299
316,3,1486
317,8,1481
318,2,1487
320,3,1486
321,4,1485
322,2,1487
324,4,1485
325,2,1487
326,1182,307
327,38,1451
328,2,1487
329,2,1487
330,3,1486
331,2,1487
332,1179,310
333,2,1487
334,1175,314
335,4,1485
336,2,1487
337,1173,316
338,3,1486
339,2,1487
340,2,1487
341,2,1487
342,1170,319
343,2,1487
344,1166,323
345,2,1487
346,3,1486
347,1164,325
348,2,1487
349,1163,326
350,9,1480
351,2,1487
352,2,1487
354,5,1484
355,2,1487
356,1152,337
358,4,1485
359,2,1487
360,2,1487
362,3,1486
363,3,1486
364,1140,349
366,4,1485
367,2,1487
368,1144,345
369,5,1484
370,2,1487
371,2,1487
372,3,1486
373,1136,353
374,3,1486
375,2,1487
376,1133,356
377,9,1480
378,2,1487
379,1128,361
380,5,1484
381,2,1487
382,2,1487
384,4,1485
385,3,1486
386,2,1487
388,4,1485
389,2,1487
390,1120,369
391,41,1448
392,2,1487
393,2,1487
394,3,1486
395,2,1487
396,1117,372
397,2,1487
398,1113,376
399,4,1485
400,2,1487
401,1111,378
402,3,1486
403,2,1487
404,2,1487
405,2,1487
406,1108,381
407,2,1487
408,1104,385
409,2,1487
410,3,1486
411,1102,387
412,2,1487
413,1101,388
414,9,1480
415,2,1487
416,2,1487
418,5,1484
419,2,1487
420,1090,399
422,4,1485
423,2,1487
424,2,1487
426,3,1486
427,3,1486
428,1084,405
430,4,1485
431,2,1487
432,1080,409
433,4,1485
434,2,1487
435,1077,412
436,5,1484
437,2,1487
438,1075,414
439,3,1486
440,1070,419
441,3,1486
442,8,1481
443,2,1487
445,3,1486
446,4,1485
447,2,1487
449,4,1485
450,2,1487
451,1062,427
452,38,1451
453,2,1487
454,2,1487
455,3,1486
456,2,1487
457,1059,430
458,2,1487
459,1055,434
460,4,1485
461,2,1487
462,1053,436
463,3,1486
464,2,1487
465,2,1487
466,2,1487
467,1050,439
468,2,1487
469,1046,443
470,2,1487
471,3,1486
472,1044,445
473,2,1487
474,1043,446
475,9,1480
476,2,1487
477,2,1487
479,5,1484
480,2,1487
481,1032,457
483,4,1485
484,2,1487
485,2,1487
487,3,1486
488,3,1486
489,1020,469
491,4,1485
492,2,1487
493,1024,465
494,5,1484
495,2,1487
496,2,1487
497,3,1486
498,1016,473
499,3,1486
500,2,1487
501,1013,476
502,9,1480
503,2,1487
504,1008,481
505,5,1484
506,2,1487
507,2,1487
509,4,1485
510,3,1486
511,2,1487
513,4,1485
514,2,1487
515,1000,489
516,41,1448
517,2,1487
518,2,1487
519,3,1486
520,2,1487
521,997,492
522,2,1487
523,993,496
524,4,1485
525,2,1487
526,991,498
527,3,1486
528,2,1487
529,2,1487
530,2,1487
531,988,501
532,2,1487
533,984,505
534,2,1487
535,3,1486
536,982,507
537,2,1487
538,981,508
539,9,1480
540,2,1487
541,2,1487
543,5,1484
544,2,1487
545,970,519
547,4,1485
548,2,1487
549,2,1487
551,3,1486
552,3,1486
553,964,525
555,4,1485
556,2,1487
557,960,529
558,4,1485
559,2,1487
560,957,532
561,5,1484
562,2,1487
563,955,534
564,3,1486
565,950,539
566,3,1486
567,8,1481
568,2,1487
570,3,1486
571,4,1485
572,2,1487
574,4,1485
575,2,1487
576,942,547
577,38,1451
578,2,1487
579,2,1487
580,3,1486
581,2,1487
582,939,550
583,2,1487
584,935,554
585,4,1485
586,2,1487
587,933,556
588,3,1486
589,2,1487
590,2,1487
591,2,1487
592,930,559
593,2,1487
594,926,563
595,2,1487
596,3,1486
597,924,565
598,2,1487
599,923,566
600,9,1480
601,2,1487
602,2,1487
604,5,1484
605,2,1487
606,912,577
608,4,1485
609,2,1487
610,2,1487
612,3,1486
613,3,1486
614,900,589
616,4,1485
617,2,1487
618,904,585
619,5,1484
620,2,1487
621,2,1487
622,3,1486
623,896,593
624,3,1486
625,2,1487
626,893,596
627,9,1480
628,2,1487
629,888,601
630,5,1484
631,2,1487
632,2,1487
634,4,1485
635,3,1486
636,2,1487
638,4,1485
639,2,1487
640,880,609
641,41,1448
642,2,1487
643,2,1487
644,3,1486
645,2,1487
646,877,612
647,2,1487
648,873,616
649,4,1485
650,2,1487
651,871,618
652,3,1486
653,2,1487
654,2,1487
655,2,1487
656,868,621
657,2,1487
658,864,625
659,2,1487
660,3,1486
661,862,627
662,2,1487
663,861,628
664,9,1480
665,2,1487
666,2,1487
668,5,1484
669,2,1487
670,850,639
672,4,1485
673,2,1487
674,2,1487
676,3,1486
677,3,1486
678,844,645
680,4,1485
681,2,1487
682,840,649
683,4,1485
684,2,1487
685,837,652
686,5,1484
687,2,1487
688,835,654
689,3,1486
690,830,659
691,3,1486
692,8,1481
693,2,1487
695,3,1486
696,4,1485
697,2,1487
699,4,1485
700,2,1487
701,822,667
702,38,1451
703,2,1487
704,2,1487
705,3,1486
706,2,1487
707,819,670
708,2,1487
709,815,674
710,4,1485
711,2,1487
712,813,676
713,3,1486
714,2,1487
715,2,1487
716,2,1487
717,810,679
718,2,1487
719,806,683
720,2,1487
721,3,1486
722,804,685
723,2,1487
724,803,686
725,9,1480
726,2,1487
727,2,1487
729,5,1484
730,2,1487
731,792,697
733,4,1485
734,2,1487
735,2,1487
737,3,1486
738,3,1486
739,780,709
741,4,1485
742,2,1487
743,784,705
744,5,1484
745,2,1487
746,2,1487
747,3,1486
748,776,713
749,3,1486
750,2,1487
751,773,716
752,9,1480
753,2,1487
754,768,721
755,5,1484
756,2,1487
757,2,1487
759,4,1485
760,3,1486
761,2,1487
763,4,1485
764,2,1487
765,760,729
766,41,1448
767,2,1487
768,2,1487
769,3,1486
770,2,1487
771,757,732
772,2,1487
773,753,736
774,4,1485
775,2,1487
776,751,738
777,3,1486
778,2,1487
779,2,1487
780,2,1487
781,748,741
782,2,1487
783,744,745
784,2,1487
785,3,1486
786,742,747
787,2,1487
788,741,748
789,9,1480
790,2,1487
791,2,1487
793,5,1484
794,2,1487
795,730,759
797,4,1485
798,2,1487
799,2,1487
801,3,1486
802,3,1486
803,724,765
805,4,1485
806,2,1487
807,720,769
808,4,1485
809,2,1487
810,717,772
811,5,1484
812,2,1487
813,715,774
814,3,1486
815,710,779
816,3,1486
817,8,1481
818,2,1487
820,3,1486
821,4,1485
822,2,1487
824,4,1485
825,2,1487
826,702,787
827,38,1451
828,2,1487
829,2,1487
830,3,1486
831,2,1487
832,699,790
833,2,1487
834,695,794
835,4,1485
836,2,1487
837,693,796
838,3,1486
839,2,1487
840,2,1487
841,2,1487
842,690,799
843,2,1487
844,686,803
845,2,1487
846,3,1486
847,684,805
848,2,1487
849,683,806
850,9,1480
851,2,1487
852,2,1487
854,5,1484
855,2,1487
856,672,817
858,4,1485
859,2,1487
860,2,1487
862,3,1486
863,3,1486
864,660,829
866,4,1485
867,2,1487
868,664,825
869,5,1484
870,2,1487
871,2,1487
872,3,1486
873,656,833
874,3,1486
875,2,1487
876,653,836
877,9,1480
878,2,1487
879,648,841
880,5,1484
881,2,1487
882,2,1487
884,4,1485
885,3,1486
886,2,1487
888,4,1485
889,2,1487
890,640,849
891,41,1448
892,2,1487
893,2,1487
894,3,1486
895,2,1487
896,637,852
897,2,1487
898,633,856
899,4,1485
900,2,1487
901,631,858
902,3,1486
903,2,1487
904,2,1487
905,2,1487
906,628,861
907,2,1487
908,624,865
909,2,1487
910,3,1486
911,622,867
912,2,1487
913,621,868
914,9,1480
915,2,1487
916,2,1487
918,5,1484
919,2,1487
920,610,879
922,4,1485
923,2,1487
924,2,1487
926,3,1486
927,3,1486
928,604,885
930,4,1485
931,2,1487
932,600,889
933,4,1485
934,2,1487
935,597,892
936,5,1484
937,2,1487
938,595,894
939,3,1486
940,590,899
941,3,1486
942,8,1481
943,2,1487
945,3,1486
946,4,1485
947,2,1487
949,4,1485
950,2,1487
951,582,907
952,38,1451
953,2,1487
954,2,1487
955,3,1486
956,2,1487
957,579,910
958,2,1487
959,575,914
960,4,1485
961,2,1487
962,573,916
963,3,1486
964,2,1487
965,2,1487
966,2,1487
967,570,919
968,2,1487
969,566,923
970,2,1487
971,3,1486
972,564,925
973,2,1487
974,563,926
975,9,1480
976,2,1487
977,2,1487
979,5,1484
980,2,1487
981,552,937
983,4,1485
984,2,1487
985,2,1487
987,3,1486
988,3,1486
989,540,949
991,4,1485
992,2,1487
993,544,945
994,5,1484
995,2,1487
996,2,1487
997,3,1486
998,536,953
999,3,1486
1000,2,1487
1001,533,956
1002,9,1480
1003,2,1487
1004,528,961
1005,5,1484
1006,2,1487
1007,2,1487
1009,4,1485
1010,3,1486
1011,2,1487
1012,4,1485
1013,2,1487
1014,520,969
1015,41,1448
1016,2,1487
1017,2,1487
1018,3,1486
1019,2,1487
1020,517,972
1021,2,1487
1022,513,976
1023,4,1485
1024,2,1487
1025,511,978
1026,3,1486
1027,2,1487
1028,2,1487
1029,2,1487
1030,508,981
1031,2,1487
1032,504,985
1033,2,1487
1034,3,1486
1035,502,987
1036,2,1487
1037,501,988
1038,9,1480
1039,2,1487
1040,2,1487
1042,5,1484
1043,2,1487
1044,490,999
1046,4,1485
1047,2,1487
1048,2,1487
1050,3,1486
1051,3,1486
1052,484,1005
1054,4,1485
1055,2,1487
1056,480,1009
1057,4,1485
1058,2,1487
1059,477,1012
1060,5,1484
1061,2,1487
1062,475,1014
1063,3,1486
1064,470,1019
1065,3,1486
1066,8,1481
1067,2,1487
1069,3,1486
1070,4,1485
1071,2,1487
1073,4,1485
1074,2,1487
1075,462,1027
1076,38,1451
1077,2,1487
1078,2,1487
1079,3,1486
1080,2,1487
1081,459,1030
1082,2,1487
1083,455,1034
1084,4,1485
1085,2,1487
1086,453,1036
1087,3,1486
1088,2,1487
1089,2,1487
1090,2,1487
1091,450,1039
1092,2,1487
1093,446,1043
1094,2,1487
1095,3,1486
1096,444,1045
1097,2,1487
1098,443,1046
1099,9,1480
1100,2,1487
1101,2,1487
1103,5,1484
1104,2,1487
1105,432,1057
1107,4,1485
1108,2,1487
1109,2,1487
1111,3,1486
1112,3,1486
1113,420,1069
1115,4,1485
1116,2,1487
1117,424,1065
1118,5,1484
1119,2,1487
1120,2,1487
1121,3,1486
1122,416,1073
1123,3,1486
1124,2,1487
1125,413,1076
1126,9,1480
1127,2,1487
1128,408,1081
1129,5,1484
1130,2,1487
1131,2,1487
1133,4,1485
1134,3,1486
1135,2,1487
1137,4,1485
1138,2,1487
1139,400,1089
1140,41,1448
1141,2,1487
1142,2,1487
1143,3,1486
1144,2,1487
1145,397,1092
1146,2,1487
1147,393,1096
1148,4,1485
1149,2,1487
1150,391,1098
1151,3,1486
1152,2,1487
1153,2,1487
1154,2,1487
1155,388,1101
1156,2,1487
1157,384,1105
1158,2,1487
1159,3,1486
1160,382,1107
1161,2,1487
1162,381,1108
1163,9,1480
1164,2,1487
1165,2,1487
1167,5,1484
1168,2,1487
1169,370,1119
1171,4,1485
1172,2,1487
1173,2,1487
1175,3,1486
1176,3,1486
1177,364,1125
1179,4,1485
1180,2,1487
1181,360,1129
1182,4,1485
1183,2,1487
1184,357,1132
1185,5,1484
1186,2,1487
1187,355,1134
1188,3,1486
1189,350,1139
1190,3,1486
1191,8,1481
1192,2,1487
1194,3,1486
1195,4,1485
1196,2,1487
1198,4,1485
1199,2,1487
1200,342,1147
1201,38,1451
1202,2,1487
1203,2,1487
1204,3,1486
1205,2,1487
1206,339,1150
1207,2,1487
1208,335,1154
1209,4,1485
1210,2,1487
1211,333,1156
1212,3,1486
1213,2,1487
1214,2,1487
1215,2,1487
1216,330,1159
1217,2,1487
1218,326,1163
1219,2,1487
1220,3,1486
1221,324,1165
1222,2,1487
1223,323,1166
1224,9,1480
1225,2,1487
1226,2,1487
1228,5,1484
1229,2,1487
1230,312,1177
1232,4,1485
1233,2,1487
1234,2,1487
1236,3,1486
1237,3,1486
1238,300,1189
1240,4,1485
1241,2,1487
1242,304,1185
1243,5,1484
1244,2,1487
1245,2,1487
1246,3,1486
1247,296,1193
1248,3,1486
1249,2,1487
1250,293,1196
1251,9,1480
1252,2,1487
1253,288,1201
1254,5,1484
1255,2,1487
1256,2,1487
1258,4,1485
1259,3,1486
1260,2,1487
1262,4,1485
1263,2,1487
1264,280,1209
1265,41,1448
1266,2,1487
1267,2,1487
1268,3,1486
1269,2,1487
1270,277,1212
1271,2,1487
1272,273,1216
1273,4,1485
1274,2,1487
1275,271,1218
1276,3,1486
1277,2,1487
1278,2,1487
1279,2,1487
1280,268,1221
1281,2,1487
1282,264,1225
1283,2,1487
1284,3,1486
1285,262,1227
1286,2,1487
1287,261,1228
1288,9,1480
1289,2,1487
1290,2,1487
1292,5,1484
1293,2,1487
1294,250,1239
1296,4,1485
1297,2,1487
1298,2,1487
1300,3,1486
1301,3,1486
1302,244,1245
1304,4,1485
1305,2,1487
1306,240,1249
1307,4,1485
1308,2,1487
1309,237,1252
1310,5,1484
1311,2,1487
1312,235,1254
1313,3,1486
1314,230,1259
1315,3,1486
1316,8,1481
1317,2,1487
1319,3,1486
1320,4,1485
1321,2,1487
1323,4,1485
1324,2,1487
1325,222,1267
1326,38,1451
1327,2,1487
1328,2,1487
1329,3,1486
1330,2,1487
1331,219,1270
1332,2,1487
1333,215,1274
1334,4,1485
1335,2,1487
1336,213,1276
1337,3,1486
1338,2,1487
1339,2,1487
1340,2,1487
1341,210,1279
1342,2,1487
1343,206,1283
1344,2,1487
1345,3,1486
1346,204,1285
1347,2,1487
1348,203,1286
1349,9,1480
1350,2,1487
1351,2,1487
1353,5,1484
1354,2,1487
1355,192,1297
1357,4,1485
1358,2,1487
1359,2,1487
1361,3,1486
1362,3,1486
1363,180,1309
1365,4,1485
1366,2,1487
1367,184,1305
1368,5,1484
1369,2,1487
1370,2,1487
1371,3,1486
1372,176,1313
1373,3,1486
1374,2,1487
1375,173,1316
1376,9,1480
1377,2,1487
1378,168,1321
1379,5,1484
1380,2,1487
1381,2,1487
1383,4,1485
1384,3,1486
1385,2,1487
1387,4,1485
1388,2,1487
1389,160,1329
1390,41,1448
1391,2,1487
1392,2,1487
1393,3,1486
1394,2,1487
1395,157,1332
1396,2,1487
1397,153,1336
1398,4,1485
1399,2,1487
1400,151,1338
1401,3,1486
1402,2,1487
1403,2,1487
1404,2,1487
1405,148,1341
1406,2,1487
1407,144,1345
1408,2,1487
1409,3,1486
1410,142,1347
1411,2,1487
1412,141,1348
1413,9,1480
1414,2,1487
1415,2,1487
1417,5,1484
1418,2,1487
1419,130,1359
1421,4,1485
1422,2,1487
1423,2,1487
1425,3,1486
1426,3,1486
1427,124,1365
1429,4,1485
1430,2,1487
1431,120,1369
1432,4,1485
1433,2,1487
1434,117,1372
1435,5,1484
1436,2,1487
1437,115,1374
1438,3,1486
1439,110,1379
1440,3,1486
1441,8,1481
1442,2,1487
1444,3,1486
1445,4,1485
1446,2,1487
1448,4,1485
1449,2,1487
1450,102,1387
1451,38,1451
1452,2,1487
1453,2,1487
1454,3,1486
1455,2,1487
1456,99,1390
1457,2,1487
1458,95,1394
1459,4,1485
1460,2,1487
1461,93,1396
1462,3,1486
1463,2,1487
1464,2,1487
1465,2,1487
1466,90,1399
1467,2,1487
1468,86,1403
1469,2,1487
1470,3,1486
1471,84,1405
1472,2,1487
1473,83,1406
1474,9,1480
1475,2,1487
1476,2,1487
1478,5,1484
1479,2,1487
1480,72,1417
1482,4,1485
1483,2,1487
1484,2,1487
1486,3,1486
1487,3,1486
1488,60,1429
1490,4,1485
1491,2,1487
1492,64,1425
1493,5,1484
1494,2,1487
1495,2,1487
1496,3,1486
1497,56,1433
1498,3,1486
1499,2,1487
1500,53,1436
1501,9,1480
1502,2,1487
1503,48,1441
1504,5,1484
1505,2,1487
1506,2,1487
1508,4,1485
1509,3,1486
1510,2,1487
1512,4,1485
1513,2,1487
1514,40,1449
1515,41,1448
1516,2,1487
1517,2,1487
1518,3,1486
1519,2,1487
1520,37,1452
1521,2,1487
1522,33,1456
1523,4,1485
1524,2,1487
1525,31,1458
1526,3,1486
1527,2,1487
1528,2,1487
1529,2,1487
1530,28,1461
1531,2,1487
1532,24,1465
1533,2,1487
1534,3,1486
1535,22,1467
1536,2,1487
1537,21,1468
1538,9,1480
1539,2,1487
1540,2,1487
1542,5,1484
1543,2,1487
1544,11,1478
1546,4,1485
1547,2,1487
1548,7,1482
1550,3,1486
1551,2,1487
1552,2,1487
1554,3,1486
1555,3,1486
1556,2,1487
1558,4,1485
1559,2,1487
1560,2,1487
1561,1487,2
1562,2,1487
